"ID"	"word"	"def"	"spionicword"	"partid"	"btid"	"root"	"uncertain"	"Note"	"root_word"	"alpha"	"lucidaword"	"present"	"future"	"aorist"	"perfect"	"perfmid"	"aoristpass"	"compound"	"verbclass"	"Gender"	"beta"	"Spaces"	"Level"	"Parent"
8397	"σεμνόν"		"semno/n "	0	0	461	0		0	"selmom"	"σεμνόν"							0	0	0	"semno/n"	0	9	0
8398	"σεμνός"	"revered, august, holy, awful"	"semno/j "	3	0	464	0		-1	"selmor"	"σεμνός"							0	0	0	"semno/s"	0	8	0
8399	"σεμνότης"	"gravity, solemnity, dignity, majesty"	"semno/thj "	1	0	464	0		0	"selmotgr"	"σεμνότης"							0	0	0	"semno/ths"	0	9	0
8400	"σεμνόω"	"to make solemn or grand, to exalt, magnify, embellish"	"semno/w "	2	0	464	0		0	"selmoy"	"σεμνόω"							0	0	0	"semno/w"	0	10	0
8401	"σεμνύνω"	"to exalt, magnify"	"semnu/nw "	2	0	464	0		0	"selmumy"	"σεμνύνω"							0	0	0	"semnu/nw"	0	11	0
8402	"σεύω"	"to put in quick motion: to drive, hunt, chase away"	"seu/w "	2	0	0	0		0	"seuy"	"σεύω"							0	0	0	"seu/w"	0	0	0
8403	"σηκός"	"a pen, fold"	"shko/j "	1	0	0	0		0	"sgjor"	"σηκός"							0	0	0	"shko/s"	0	0	0
8404	"Σηλυμβριανός"		"Shlumbriano/j "	6	0	0	0		0	"sgkulbqiamor"	"Σηλυμβριανός"							0	0	0	"*shlumbriano/s"	0	0	0
8405	"σῆμα"	"a sign, mark, token"	"sh=ma "	1	0	465	0		0	"sgla"	"ση̂μα"							0	0	0	"sh=ma"	0	1	0
8406	"σημαίνω"	"to shew by a sign, indicate, make known, point out"	"shmai/nw "	2	0	465	0		-1	"sglaimy"	"σημαίνω"							0	3	0	"shmai/nw"	0	2	0
8407	"σημεῖον"	"a sign, a mark, token"	"shmei=on "	1	0	465	0		0	"sgleiom"	"σημει̂ον"							0	0	0	"shmei=on"	0	7	0
8408	"σημειόω"	"to mark"	"shmeio/w "	2	0	465	0		0	"sgleioy"	"σημειόω"							0	0	0	"shmeio/w"	0	8	0
8409	"σήμερον"	"to-day"	"sh/meron "	4	15	0	0		0	"sgleqom"	"σήμερον"							0	0	0	"sh/meron"	0	0	0
8410	"σηπεδών"	"rottenness, putrefaction"	"shpedw/n "	1	0	466	0		0	"sgpedym"	"σηπεδών"							0	0	0	"shpedw/n"	0	1	0
8411	"σήπω"	"to make rotten"	"sh/pw "	2	0	466	0		-1	"sgpy"	"σήπω"							0	0	0	"sh/pw"	0	2	0
8412	"σῆραγξ"	"a hollow rock, cave"	"sh=ragc "	1	23	0	0		0	"sgqacn"	"ση̂ραγξ"							0	0	0	"sh=ragc"	0	0	0
8413	"σής"	"a moth"	"sh/j "	1	1	0	0		0	"sgr"	"σής"							0	0	0	"sh/s"	0	0	0
8414	"σθένος"	"strength, might"	"sqe/noj "	1	0	467	0		-1	"shemor"	"σθένος"							0	0	0	"sqe/nos"	0	5	0
8415	"σθένω"	"to have strength or might, be strong or mighty"	"sqe/nw "	2	0	467	0		0	"shemy"	"σθένω"							0	0	0	"sqe/nw"	0	6	0
8416	"σιαγών"	"the jawbone, jaw"	"siagw/n "	1	16	0	0		0	"siacym"	"σιαγών"							0	0	0	"siagw/n"	0	0	0
8417	"Σίβυλλα"	"a Sibyl, prophetess"	"Si/bulla "	6	0	0	0		0	"sibukka"	"Σίβυλλα"							0	0	0	"*si/bulla"	0	0	0
8418	"σιγάζω"	"to bid"	"siga/zw "	2	0	0	0		0	"sicafy"	"σιγάζω"							0	3	0	"siga/zw"	0	0	0
8419	"σιγάω"	"to be silent or still, to keep silence"	"siga/w "	2	0	468	0		0	"sicay"	"σιγάω"							0	0	0	"siga/w"	0	2	0
8420	"σιγή"	"silence"	"sigh/ "	1	0	468	0		-1	"sicg"	"σιγή"							0	0	0	"sigh/"	0	3	0
8421	"σῖγμα"	"sal"	"si=gma "	1	0	0	0		0	"sicla"	"σι̂γμα"							0	0	0	"si=gma"	0	0	0
8422	"σῖγος"		"si=goj "	0	0	468	0		0	"sicor"	"σι̂γος"							0	0	0	"si=gos"	0	4	0
8423	"σιδήρεος"	"made of iron or steel, iron"	"sidh/reoj "	3	0	469	0		0	"sidgqeor"	"σιδήρεος"							0	0	0	"sidh/reos"	0	1	0
8424	"σιδήριον"	"an implement or tool of iron"	"sidh/rion "	1	0	469	0		0	"sidgqiom"	"σιδήριον"							0	0	0	"sidh/rion"	0	2	0
8425	"σίδηρον"		"si/dhron "	0	0	469	0		0	"sidgqom"	"σίδηρον"							0	0	0	"si/dhron"	0	3	0
8426	"σίδηρος"	"iron"	"si/dhroj "	1	0	469	0		-1	"sidgqor"	"σίδηρος"							0	0	0	"si/dhros"	0	4	0
8427	"σιδηρόω"	"to overlay with iron"	"sidhro/w "	2	0	469	0		0	"sidgqoy"	"σιδηρόω"							0	0	0	"sidhro/w"	0	5	0
8428	"Σικελία"	"Sicily"	"Sikeli/a "	6	0	0	0		0	"sijekia"	"Σικελία"							0	0	0	"*sikeli/a"	0	0	0
8429	"Σικελικός"	"Sicilian"	"Sikeliko/j "	6	0	0	0		0	"sijekijor"	"Σικελικός"							0	0	0	"*sikeliko/s"	0	0	0
8430	"Σικελιώτης"	"a Sicilian Greek"	"Sikeliw/thj "	6	0	0	0		0	"sijekiytgr"	"Σικελιώτης"							0	0	0	"*sikeliw/ths"	0	0	0
8431	"Σικελός"	"Sicilian, of or from Sicily"	"Sikelo/j "	6	0	0	0		0	"sijekor"	"Σικελός"							0	0	0	"*sikelo/s"	0	0	0
8432	"σικύα"	"like the cucumber or gourd"	"siku/a "	1	2	0	0		0	"sijua"	"σικύα"							0	0	0	"siku/a"	0	0	0
8433	"σιληνικός"		"silhniko/j "	0	0	0	0		0	"sikgmijor"	"σιληνικός"							0	0	0	"silhniko/s"	0	0	0
8434	"σῑληνός"		"siVlhno/j "	0	0	0	0		0	"sikgmor"	"σῑληνός"							0	0	0	"si_lhno/s"	0	0	0
8435	"σιληνώδης"		"silhnw/dhj "	0	0	376	0		0	"sikgmydgr"	"σιληνώδης"							0	0	0	"silhnw/dhs"	0	31	0
8436	"Σιμμίᾳ"		"Simmi/a? "	6	0	0	0		0	"sillia"	"Σιμμίᾳ"							0	0	0	"*simmi/a|"	0	0	0
8437	"Σιμμία"		"Simmi/a "	1	0	0	0		0	"sillia"	"Σιμμία"							0	0	0	"*simmi/a"	0	0	0
8438	"Σιμμίαν"		"Simmi/an "	6	0	0	0		0	"silliam"	"Σιμμίαν"							0	0	0	"*simmi/an"	0	0	0
8439	"Σιμμίας"		"Simmi/aj "	6	0	0	0		0	"silliar"	"Σιμμίας"							0	0	0	"*simmi/as"	0	0	0
8440	"Σιμμίου"		"Simmi/ou "	6	0	0	0		0	"silliou"	"Σιμμίου"							0	0	0	"*simmi/ou"	0	0	0
8441	"Σιμόεις"	"the"	"Simo/eij "	1	0	0	0		0	"siloeir"	"Σιμόεις"							0	0	0	"*simo/eis"	0	0	0
8442	"σῑμοπρόσωπος"		"siVmopro/swpoj "	0	0	0	0		0	"silopqosypor"	"σῑμοπρόσωπος"							0	0	0	"simopro/swpos"	0	0	0
8443	"σιμοπρόσωπος"		"simopro/swpoj "	0	0	0	0		0	"silopqosypor"	"σιμοπρόσωπος"							0	0	0	"si_mopro/swpos"	0	0	0
8444	"σιμός"	"snub-nosed, flat-nosed"	"simo/j "	3	16	470	0		-1	"silor"	"σιμός"							0	0	0	"simo/s"	0	1	0
8445	"σιμότης"	"the shape of a snub nose, snubbiness"	"simo/thj "	1	0	470	0		0	"silotgr"	"σιμότης"							0	0	0	"simo/ths"	0	2	0
8446	"Σιμωνίδης"		"Simwni/dhj "	6	0	0	0		0	"silymidgr"	"Σιμωνίδης"							0	0	0	"*simwni/dhs"	0	0	0
8447	"Σίσυφος"	"the craftiest"	"Si/sufoj "	6	0	0	0		0	"sisuvor"	"Σίσυφος"							0	0	0	"*si/sufos"	0	0	0
8448	"σιτέομαι"	"to take food, eat"	"site/omai "	2	0	471	0		0	"siteolai"	"σιτέομαι"							0	0	0	"site/omai"	0	4	0
8449	"σίτησις"	"an eating, feeding"	"si/thsij "	1	0	471	0		0	"sitgsir"	"σίτησις"							0	0	0	"si/thsis"	0	5	0
8450	"σιτίον"	"grain, corn: food made from grain, bread"	"siti/on "	1	3	471	0		0	"sitiom"	"σιτίον"							0	0	0	"siti/on"	0	6	0
8451	"σιτοποιός"	"of grinding and baking"	"sitopoio/j "	3	0	471	0		0	"sitopoior"	"σιτοποιός"							0	0	0	"sitopoio/s"	0	7	0
8452	"σῖτος"	"corn, grain"	"si=toj "	1	0	471	0		-1	"sitor"	"σι̂τος"							0	0	0	"si=tos"	0	8	0
8453	"σιτουργός"		"sitourgo/j "	0	0	471	0		0	"sitouqcor"	"σιτουργός"							0	0	0	"sitourgo/s"	0	9	0
8454	"σιωπάω"	"to be silent"	"siwpa/w "	2	0	468	0		0	"siypay"	"σιωπάω"							0	0	0	"siwpa/w"	0	5	0
8455	"σκαιός"	"side"	"skaio/j "	0	0	0	0		0	"sjaior"	"σκαιός"							0	0	0	"skaio/s"	0	0	0
8456	"σκαληνός"	"uneven, unequal"	"skalhno/j "	3	0	0	0		0	"sjakgmor"	"σκαληνός"							0	0	0	"skalhno/s"	0	0	0
8457	"Σκαμάνδριος"	"Scamandrian"	"Skama/ndrioj "	6	0	0	0		0	"sjalamdqior"	"Σκαμάνδριος"							0	0	0	"*skama/ndrios"	0	0	0
8458	"Σκάμανδρος"	"the Scamander"	"Ska/mandroj "	6	0	0	0		0	"sjalamdqor"	"Σκάμανδρος"							0	0	0	"*ska/mandros"	0	0	0
8459	"σκάπτω"	"to dig, delve"	"ska/ptw "	2	0	0	0		0	"sjapty"	"σκάπτω"							0	2	0	"ska/ptw"	0	0	0
8460	"σκεδάννυμι"	"to scatter, disperse"	"skeda/nnumi "	2	0	472	0		-1	"sjedammuli"	"σκεδάννυμι"	"σκεδάννυμι"	"σκεδῶ"	"ἐσκέδασα"		"ἐσκέδασμαι"	"ἐσκεδάσθην"	0	0	0	"skeda/nnumi"	0	1	0
8461	"σκεδαστής"		"skedasth/j "	0	0	472	0		0	"sjedastgr"	"σκεδαστής"							0	0	0	"skedasth/s"	0	5	0
8462	"σκεδαστός"		"skedasto/j "	0	0	472	0		0	"sjedastor"	"σκεδαστός"							0	0	0	"skedasto/s"	0	6	0
8463	"Σκελλίου"		"Skelli/ou "	6	0	0	0		0	"sjekkiou"	"Σκελλίου"							0	0	0	"*skelli/ou"	0	0	0
8464	"σκέλλω"	"to dry, dry up, make dry, parch"	"ske/llw "	2	0	473	0		-1	"sjekky"	"σκέλλω"							0	3	0	"ske/llw"	0	2	0
8465	"σκέλος"	"the leg"	"ske/loj "	1	16	795	0		0	"sjekor"	"σκέλος"							0	0	0	"ske/los"	0	1	0
8466	"σκέμμα"	"a subject for speculation, a question"	"ske/mma "	1	0	479	0		0	"sjella"	"σκέμμα"							0	0	0	"ske/mma"	0	8	0
8467	"σκέπασμα"	"a covering, shelter"	"ske/pasma "	1	0	474	0		0	"sjepasla"	"σκέπασμα"							0	0	0	"ske/pasma"	0	2	0
8468	"σκεπάω"	"to cover, shelter"	"skepa/w "	2	0	474	0		0	"sjepay"	"σκεπάω"							0	0	0	"skepa/w"	0	3	0
8469	"σκέπη"	"a covering, shelter, protection"	"ske/ph "	1	0	474	0		-1	"sjepg"	"σκέπη"							0	0	0	"ske/ph"	0	4	0
8470	"σκέπος"		"ske/poj "	0	0	479	0		0	"sjepor"	"σκέπος"							0	0	0	"ske/pos"	0	9	0
8471	"σκεπτέος"	"one must reflect or consider"	"skepte/oj "	3	0	479	0		0	"sjepteor"	"σκεπτέος"							0	0	0	"skepte/os"	0	10	0
8472	"σκέπτομαι"	"to look about, look carefully"	"ske/ptomai "	2	0	479	0		0	"sjeptolai"	"σκέπτομαι"							0	0	0	"ske/ptomai"	0	13	0
8473	"σκέπω"		"ske/pw "	2	0	479	0		0	"sjepy"	"σκέπω"							0	0	0	"ske/pw"	0	20	0
8474	"σκευάζω"	"to prepare, make ready"	"skeua/zw "	2	0	475	0		0	"sjeuafy"	"σκευάζω"							0	3	0	"skeua/zw"	0	8	0
8475	"σκευάριον"	"a small vessel or utensil"	"skeua/rion "	1	0	475	0		0	"sjeuaqiom"	"σκευάριον"							0	0	0	"skeua/rion"	0	15	0
8476	"σκευασία"	"a preparing, dressing"	"skeuasi/a "	1	0	475	0		0	"sjeuasia"	"σκευασία"							0	0	0	"skeuasi/a"	0	16	0
8477	"σκευή"	"equipment, attire, apparel, dress"	"skeuh/ "	1	0	475	0		-1	"sjeug"	"σκευή"							0	0	0	"skeuh/"	0	17	0
8478	"σκεῦος"	"a vessel or implement of any kind"	"skeu=oj "	1	0	475	0		0	"sjeuor"	"σκευ̂ος"							0	0	0	"skeu=os"	0	18	0
8479	"σκευουργία"		"skeuourgi/a "	1	0	0	0		0	"sjeuouqcia"	"σκευουργία"							0	0	0	"skeuourgi/a"	0	0	0
8480	"σκέψις"	"a viewing, perception by the senses"	"ske/yij "	1	0	479	0		0	"sjexir"	"σκέψις"							0	0	0	"ske/yis"	0	21	0
8481	"σκῆπτρον"	"a staff or stick to lean upon, a walking-stick"	"skh=ptron "	1	0	476	0		0	"sjgptqom"	"σκη̂πτρον"							0	0	0	"skh=ptron"	0	2	0
8482	"σκήπτω"	"to prop, stay"	"skh/ptw "	2	0	476	0		-1	"sjgpty"	"σκήπτω"							0	2	0	"skh/ptw"	0	3	0
8483	"σκιά"	"a shadow"	"skia/ "	1	0	477	0		-1	"sjia"	"σκιά"							0	0	0	"skia/"	0	1	0
8484	"σκιαγραφέω"	"to draw with gradations of light and shade: to sketch out"	"skiagrafe/w "	2	0	477	0		0	"sjiacqavey"	"σκιαγραφέω"							0	0	0	"skiagrafe/w"	0	2	0
8485	"σκιαγράφημα"	"a mere sketch"	"skiagra/fhma "	1	0	477	0		0	"sjiacqavgla"	"σκιαγράφημα"							0	0	0	"skiagra/fhma"	0	3	0
8486	"σκιαγραφία"	"a sketch or rough painting"	"skiagrafi/a "	1	0	477	0		0	"sjiacqavia"	"σκιαγραφία"							0	0	0	"skiagrafi/a"	0	4	0
8487	"σκιάζω"	"to overshadow, shade"	"skia/zw "	2	0	477	0		0	"sjiafy"	"σκιάζω"							0	3	0	"skia/zw"	0	5	0
8488	"σκιαμαχέω"	"to fight in the shade"	"skiamaxe/w "	2	0	477	0		0	"sjialawey"	"σκιαμαχέω"							0	0	0	"skiamaxe/w"	0	8	0
8489	"σκιάς"	"any thing serving as a shade, a canopy, pavilion"	"skia/j "	1	0	477	0		0	"sjiar"	"σκιάς"							0	0	0	"skia/s"	0	9	0
8490	"σκιάω"	"to overshadow"	"skia/w "	2	0	477	0		0	"sjiay"	"σκιάω"							0	0	0	"skia/w"	0	10	0
8491	"σκίμπους"	"a small couch, low bed"	"ski/mpouj "	1	0	0	0		0	"sjilpour"	"σκίμπους"							0	0	0	"ski/mpous"	0	0	0
8492	"σκιοειδής"	"fleeting like a shadow, shadowy"	"skioeidh/j "	3	0	477	0		0	"sjioeidgr"	"σκιοειδής"							0	0	0	"skioeidh/s"	0	11	0
8493	"σκιρτάω"	"to spring, leap, bound"	"skirta/w "	2	0	0	0		0	"sjiqtay"	"σκιρτάω"							0	0	0	"skirta/w"	0	0	0
8494	"Σκίρων"	"which blew from the Scironian rocks"	"Ski/rwn "	6	0	0	0		0	"sjiqym"	"Σκίρων"							0	0	0	"*ski/rwn"	0	0	0
8495	"σκληρός"	"hard"	"sklhro/j "	3	0	478	0		-1	"sjkgqor"	"σκληρός"							0	0	0	"sklhro/s"	0	1	0
8496	"σκληροτήρ"		"sklhroth/r "	0	0	0	0		0	"sjkgqotgq"	"σκληροτήρ"							0	0	0	"sklhroth/r"	0	0	0
8497	"σκληρότης"	"hardness"	"sklhro/thj "	1	0	478	0		0	"sjkgqotgr"	"σκληρότης"							0	0	0	"sklhro/ths"	0	2	0
8498	"σκληφρός"	"slender, slight, thin"	"sklhfro/j "	3	0	0	0		0	"sjkgvqor"	"σκληφρός"							0	0	0	"sklhfro/s"	0	0	0
8499	"σκολιός"	"curved, winding, twisted, tangled"	"skolio/j "	3	0	0	0		0	"sjokior"	"σκολιός"							0	0	0	"skolio/s"	0	0	0
8500	"σκολύθριον"		"skolu/qrion "	0	0	0	0		0	"sjokuhqiom"	"σκολύθριον"							0	0	0	"skolu/qrion"	0	0	0
8501	"σκοπέω"	"to look at or after"	"skope/w "	2	0	479	0		0	"sjopey"	"σκοπέω"							0	0	0	"skope/w"	0	22	0
8502	"σκοπή"		"skoph/ "	0	0	479	0		0	"sjopg"	"σκοπή"							0	0	0	"*sko/ph"	0	31	0
8503	"Σκόπη"		"Sko/ph "	6	0	0	0		0	"sjopg"	"Σκόπη"							0	0	0	"skoph/"	0	0	0
8504	"Σκόπης"		"Sko/phj "	6	0	0	0		0	"sjopgr"	"Σκόπης"							0	0	0	"*sko/phs"	0	0	0
8505	"σκοπός"	"one that watches, one that looks after"	"skopo/j "	1	0	479	0		-1	"sjopor"	"σκοπός"							0	0	0	"skopo/s"	0	32	0
8506	"σκορπίον"		"skorpi/on "	0	0	0	0		0	"sjoqpiom"	"σκορπίον"							0	0	0	"skorpi/on"	0	0	0
8507	"σκορπίος"	"a scorpion"	"skorpi/oj "	1	1	0	0		0	"sjoqpior"	"σκορπίος"							0	0	0	"skorpi/os"	0	0	0
8508	"σκοτεινός"	"dark"	"skoteino/j "	3	0	480	0		0	"sjoteimor"	"σκοτεινός"							0	0	0	"skoteino/s"	0	2	0
8509	"σκοτεινότης"		"skoteino/thj "	0	0	480	0		0	"sjoteimotgr"	"σκοτεινότης"							0	0	0	"skoteino/ths"	0	3	0
8510	"σκοτοδινία"		"skotodini/a "	1	0	480	0		0	"sjotodimia"	"σκοτοδινία"							0	0	0	"skotodini/a"	0	4	0
8511	"σκοτοδινιάω"	"to suffer from dizziness or vertigo"	"skotodinia/w "	2	0	480	0		0	"sjotodimiay"	"σκοτοδινιάω"							0	0	0	"skotodinia/w"	0	5	0
8512	"σκότος"	"darkness, gloom"	"sko/toj "	1	0	480	0		-1	"sjotor"	"σκότος"							0	0	0	"sko/tos"	0	6	0
8513	"σκοτόω"	"to make dark, to blind"	"skoto/w "	2	0	480	0		0	"sjotoy"	"σκοτόω"							0	0	0	"skoto/w"	0	7	0
8514	"σκοτώδης"	"dark"	"skotw/dhj "	3	0	480	0		0	"sjotydgr"	"σκοτώδης"							0	0	0	"skotw/dhs"	0	8	0
8515	"Σκύθης"	"a Scythian"	"Sku/qhj "	6	0	0	0		0	"sjuhgr"	"Σκύθης"							0	0	0	"*sku/qhs"	0	0	0
8516	"σκυθρωπάζω"	"to look angry or sullen, be of a sad countenance"	"skuqrwpa/zw "	2	0	636	0		0	"sjuhqypafy"	"σκυθρωπάζω"							0	3	0	"skuqrwpa/zw"	0	8	0
8517	"σκυθρωπός"	"angry-looking, of sad countenance, sullen"	"skuqrwpo/j "	3	0	636	0		0	"sjuhqypor"	"σκυθρωπός"							0	0	0	"skuqrwpo/s"	0	9	0
8518	"σκύλαξ"	"a young dog, whelp, puppy"	"sku/lac "	1	1	0	0		0	"sjukan"	"σκύλαξ"							0	0	0	"sku/lac"	0	0	0
8519	"σκυτάλη"	"a staff, cudgel, club"	"skuta/lh "	1	25	0	0		0	"sjutakg"	"σκυτάλη"							0	0	0	"skuta/lh"	0	0	0
8520	"σκυτεύς"		"skuteu/j "	0	0	481	0		0	"sjuteur"	"σκυτεύς"							0	0	0	"skuteu/s"	0	1	0
8521	"σκυτικός"	"skilled in shoemaking:—"	"skutiko/j "	3	0	481	0		0	"sjutijor"	"σκυτικός"							0	0	0	"skutiko/s"	0	2	0
8522	"σκυτοδέψης"	"a leather-dresser, currier"	"skutode/yhj "	1	0	481	0		0	"sjutodexgr"	"σκυτοδέψης"							0	0	0	"skutode/yhs"	0	3	0
8523	"σκῦτος"	"a skin, hide"	"sku=toj "	1	0	481	0		-1	"sjutor"	"σκυ̂τος"							0	0	0	"sku=tos"	0	4	0
8524	"σκυτοτομέω"	"to cut leather"	"skutotome/w "	2	0	481	0		0	"sjutotoley"	"σκυτοτομέω"							0	0	0	"skutotome/w"	0	5	0
8525	"σκυτοτομικός"	"of or for a shoemaker"	"skutotomiko/j "	3	0	481	0		0	"sjutotolijor"	"σκυτοτομικός"							0	0	0	"skutotomiko/s"	0	6	0
8526	"σκυτοτόμος"	"a leather-cutter, a worker in leather"	"skutoto/moj "	1	21	481	0		0	"sjutotolor"	"σκυτότομος"							0	0	0	"skutoto/mos"	0	7	0
8527	"σκυτότομος"		"skuto/tomoj "	0	0	0	0		0	"sjutotolor"	"σκυτοτόμος"							0	0	0	"skuto/tomos"	0	0	0
8528	"σκῶμμα"	"a jest, joke, gibe, scoff"	"skw=mma "	1	0	482	0		0	"sjylla"	"σκω̂μμα"							0	0	0	"skw=mma"	0	1	0
8529	"σκώπτης"		"skw/pthj "	0	0	482	0		0	"sjyptgr"	"σκώπτης"							0	0	0	"skw/pths"	0	2	0
8530	"σκώπτω"	"to hoot, mock, jeer, scoff at"	"skw/ptw "	2	0	482	0		-1	"sjypty"	"σκώπτω"							0	2	0	"skw/ptw"	0	3	0
8531	"σμάραγδος"	"emerald"	"sma/ragdoj "	1	0	0	0		0	"slaqacdor"	"σμάραγδος"							0	0	0	"sma/ragdos"	0	0	0
8532	"σμήνη"		"smh/nh "	1	0	0	0		0	"slgmg"	"σμήνη"							0	0	0	"smh/nh"	0	0	0
8533	"σμῆνος"	"a beehive"	"smh=noj "	1	1	0	0		0	"slgmor"	"σμη̂νος"							0	0	0	"smh=nos"	0	0	0
8534	"Σμικρίωνος"		"Smikri/wnoj "	6	0	0	0		0	"slijqiymor"	"Σμικρίωνος"							0	0	0	"*smikri/wnos"	0	0	0
8535	"σμικρομερής"		"smikromerh/j "	0	0	672	0		0	"slijqoleqgr"	"σμικρομερής"							0	0	0	"smikromerh/s"	0	11	0
8536	"σμικρός"		"smikro/j "	0	24	860	0		0	"slijqor"	"σμικρός"							0	0	0	"smikro/s"	0	5	0
8537	"σμῖλα"		"smi=la "	1	0	0	0		0	"slika"	"σμιλα"							0	0	0	"smi=la"	0	0	0
8538	"σμιλα"		"smila "	1	0	0	0		0	"slika"	"σμι̂λα"							0	0	0	"smila"	0	0	0
8539	"σμίλη"	"a knife for cutting, carving or pruning"	"smi/lh "	1	25	0	0		0	"slikg"	"σμίλη"							0	0	0	"smi/lh"	0	0	0
8540	"σξηοολ"		"school "	0	0	0	-1		0	"sngook"	"σξηοολ"							0	0	0	"school"	0	0	0
8541	"ΣοκράτησΤίμαιοσἙρμοκράτησΚριτιασεἷς"		"Sokra/thjTi/maioj(Ermokra/thjKritiasei(=j "	0	0	0	-1		0	"sojqatgrtilaioreqlojqatgrjqitiaseir"	"ΣοκράτησΤίμαιοσ ̔ΕρμοκράτησΚριτιασεἱ̂ς"							0	0	0	"*sokra/ths*ti/maios*(ermokra/ths*kritiasei(=s"	0	0	0
8542	"σόλος"	"a mass or lump of iron"	"so/loj "	1	0	0	0		0	"sokor"	"σόλος"							0	0	0	"so/los"	0	0	0
8543	"Σόλων"		"So/lwn "	6	0	0	0		0	"sokym"	"Σόλων"							0	0	0	"*so/lwn"	0	0	0
8544	"σός"	"thy, thine, of thee"	"so/j "	3	0	0	0		0	"sor"	"σός"							0	0	0	"so/s"	0	0	0
8545	"σοῦ"	"shoo! shoo!"	"sou= "	4	0	0	0		0	"sou"	"σου̂"							0	0	0	"sou="	0	0	0
8546	"Σούνιον"	"Sunium"	"Sou/nion "	6	0	0	0		0	"soumiom"	"Σούνιον"							0	0	0	"*sou/nion"	0	0	0
8547	"Σουνιῶς"		"Souniw=j "	6	0	0	0		0	"soumiyr"	"Σουνιω̂ς"							0	0	0	"*souniw=s"	0	0	0
8548	"σοφία"	"skill"	"sofi/a "	1	0	483	0		0	"sovia"	"σοφία"							0	0	0	"sofi/a"	0	2	0
8549	"σοφίζω"	"to make wise, instruct"	"sofi/zw "	2	0	483	0		0	"sovify"	"σοφίζω"							0	3	0	"sofi/zw"	0	3	0
8550	"σόφισμα"	"any skilful act, the skilful dressing of food"	"so/fisma "	1	0	483	0		0	"sovisla"	"σόφισμα"							0	0	0	"so/fisma"	0	4	0
8551	"σοφιστής"	"a master of one's craft or art, an adept"	"sofisth/j "	1	0	483	0		0	"sovistgr"	"σοφιστής"							0	0	0	"sofisth/s"	0	5	0
8552	"σοφιστικός"	"of or for a sophist"	"sofistiko/j "	3	0	483	0		0	"sovistijor"	"σοφιστικός"							0	0	0	"sofistiko/s"	0	6	0
8553	"σοφίστρια"		"sofi/stria "	1	0	483	0		0	"sovistqia"	"σοφίστρια"							0	0	0	"sofi/stria"	0	7	0
8554	"Σοφοκλέης"	"Sophocles"	"Sofokle/hj "	6	0	0	0		0	"sovojkegr"	"Σοφοκλέης"							0	0	0	"*sofokle/hs"	0	0	0
8555	"σοφός"	"skilled in any handicraft or art, cunning in his craft"	"sofo/j "	3	0	483	0		-1	"sovor"	"σοφός"							0	0	0	"sofo/s"	0	8	0
8556	"σπαθάω"	"to strike home the woof with the"	"spaqa/w "	2	0	0	0		0	"spahay"	"σπαθάω"							0	0	0	"spaqa/w"	0	0	0
8557	"σπάθη"	"a flat blade used by weavers"	"spa/qh "	1	25	0	0		0	"spahg"	"σπάθη"							0	0	0	"spa/qh"	0	0	0
8558	"σπανία"		"spani/a "	1	0	0	0		0	"spamia"	"σπανία"							0	0	0	"spani/a"	0	0	0
8559	"σπάνιος"	"rare, scarce, scanty"	"spa/nioj "	3	0	0	0		0	"spamior"	"σπάνιος"							0	0	0	"spa/nios"	0	0	0
8560	"σπαργάω"	"to be full to bursting, to swell, be ripe"	"sparga/w "	2	0	0	0		0	"spaqcay"	"σπαργάω"							0	0	0	"sparga/w"	0	0	0
8561	"Σπαρτιάτης"	"a Spartan"	"Spartia/thj "	1	0	0	0		0	"spaqtiatgr"	"Σπαρτιάτης"							0	0	0	"*spartia/ths"	0	0	0
8562	"σπάρτον"	"a rope, cable"	"spa/rton "	1	25	0	0		0	"spaqtom"	"σπάρτον"							0	0	0	"spa/rton"	0	0	0
8563	"σπαρτός"	"sown, grown from seed"	"sparto/j "	3	0	486	0		0	"spaqtor"	"σπάρτος"							0	0	0	"spa/rtos"	0	2	0
8564	"σπάρτος"	"Spanish broom, esparto"	"spa/rtoj "	3	25	0	0		0	"spaqtor"	"σπαρτός"							0	0	0	"sparto/s"	0	0	0
8565	"σπάσμα"	"a spasm, convulsion"	"spa/sma "	1	0	0	0		0	"spasla"	"σπάσμα"							0	0	0	"spa/sma"	0	0	0
8566	"σπάω"	"to draw"	"spa/w "	2	0	484	0		-1	"spay"	"σπάω"							0	0	0	"spa/w"	0	2	0
8567	"σπεῖρα"	"coiled"	"spei=ra "	1	0	485	0		-1	"speiqa"	"σπει̂ρα"							0	0	0	"spei=ra"	0	1	0
8568	"σπειράομαι"	"to be coiled or folded round."	"speira/omai "	2	0	485	0		0	"speiqaolai"	"σπειράομαι"							0	0	0	"speira/omai"	0	2	0
8569	"σπεῖρον"	"a piece of cloth"	"spei=ron "	1	13	0	0		0	"speiqom"	"σπει̂ρον"							0	0	0	"spei=ron"	0	0	0
8570	"σπείρω"	"to sow"	"spei/rw "	2	0	486	0		-1	"speiqy"	"σπείρω"							0	0	0	"spei/rw"	0	3	0
8571	"σπένδω"	"to pour or make a drink-offering"	"spe/ndw "	2	0	488	0		0	"spemdy"	"σπένδω"							0	0	0	"spe/ndw"	0	1	0
